unique_bird,bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,migratory_class,trophic_guild,behavior,broad_behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat_height,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
84fruit,84,8/17/2019,summer,33,17:30,19:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,17:45,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
85fruit,85,8/17/2019,summer,33,17:30,19:30,,,Passeriformes,Remezidae,Verdin,,insectivore,Singing,Territorial or mating behavior,yucca,vegetation,cactus,yucca,75,3-Jan,17:48,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
86fruit,86,8/17/2019,summer,33,17:30,19:30,,,Passeriformes,Icteridae,Brown.headed Cowbird,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,17:51,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
87fruit,87,8/17/2019,summer,33,17:30,19:30,,,Passeriformes,Remezidae,Verdin,,insectivore,Singing,Territorial or mating behavior,yucca,vegetation,cactus,yucca,100,no photo,17:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
88fruit,88,8/17/2019,summer,33,17:30,19:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus,vegetation,cactus,cactus,100,no photo,18:05,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
89fruit,89,8/17/2019,summer,33,17:30,19:30,34.78117,-115.66261,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,yucca,vegetation,cactus,yucca,100,7-Apr,18:05,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
90fruit,90,8/17/2019,summer,33,17:30,19:30,34.78139,-115.66266,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,18:17,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
234fruit,234,8/21/2019,summer,41,17:30,19:30,34.77971,-115.66257,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
92fruit,92,8/17/2019,summer,33,17:30,19:30,34.78117,-115.66313,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,gravel,non vegetation,other,land,na,no photo,18:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
93fruit,93,8/17/2019,summer,33,17:30,19:30,34.78117,-115.66313,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,gravel,non vegetation,other,land,na,no photo,18:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
94fruit,94,8/17/2019,summer,33,17:30,19:30,34.78117,-115.66313,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,gravel,non vegetation,other,land,na,no photo,18:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
95fruit,95,8/17/2019,summer,33,17:30,19:30,34.78117,-115.66313,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,gravel,non vegetation,other,land,na,no photo,18:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
170flower,170,5/2/2019,spring,5,8:36,10:36,34.77851,-115.66257,Apodiformes,Trochilidae,Unknown Hummingbird,,nectarivore,Flying,Active movement,shrub,vegetation,shrub,shrub,na,no photo,8:44,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
97fruit,97,8/17/2019,summer,33,17:30,19:30,34.78065,-115.66311,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,100,no photo,18:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
98fruit,98,8/17/2019,summer,33,17:30,19:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,18:15,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
99fruit,99,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
100fruit,100,8/18/2019,summer,34,6:30,8:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:40,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
101fruit,101,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:53,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
102fruit,102,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:53,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
103fruit,103,8/18/2019,summer,34,6:30,8:30,34.78331,-115.66223,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,no photo,6:59,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
719flower,719,5/8/2019,spring,21,9:55,11:55,34.78263,-115.66255,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
105fruit,105,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,100,6-Apr,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
106fruit,106,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
107fruit,107,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
108fruit,108,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
109fruit,109,8/18/2019,summer,34,6:30,8:30,34.78308,-115.66223,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
110fruit,110,8/18/2019,summer,34,6:30,8:30,34.78308,-115.66223,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
111fruit,111,8/18/2019,summer,34,6:30,8:30,34.78308,-115.66223,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
112fruit,112,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:25,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
113fruit,113,8/18/2019,summer,34,6:30,8:30,34.78073,-115.66273,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,50,no photo,7:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
114fruit,114,8/18/2019,summer,34,6:30,8:30,34.78073,-115.66273,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Flying,Active movement,yucca,vegetation,cactus,yucca,50,no photo,7:46,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
115fruit,115,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:50,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
116fruit,116,8/18/2019,summer,34,6:30,8:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:50,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
117fruit,117,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
118fruit,118,8/18/2019,summer,34,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
119fruit,119,8/18/2019,summer,34,6:30,8:30,34.77986,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,cactus,vegetation,cactus,cactus,25,no photo,7:56,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
120fruit,120,8/18/2019,summer,34,6:30,8:30,34.77947,-115.66246,Passeriformes,Mimidae,Crissal Thrasher,,omnivore,Singing,Territorial or mating behavior,yucca,vegetation,cactus,yucca,50,no photo,7:58,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
193flower,193,5/2/2019,spring,5,8:36,10:36,34.78211,-115.66255,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,367.372,9:53,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
122fruit,122,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:15,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
123fruit,123,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:21,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
124fruit,124,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:36,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
298fruit,298,8/24/2019,summer,46,7:00,9:00,34.78264,-115.66254,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,7:04,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
169flower,169,5/2/2019,spring,5,8:36,10:36,34.77857,-115.66254,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,292.31,8:44,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
380flower,380,5/4/2019,spring,11,6:15,8:15,34.78277,-115.66253,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,3-Jan,6:28,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
243fruit,243,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
244fruit,244,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
245fruit,245,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
131fruit,131,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:08,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
132fruit,132,8/18/2019,summer,35,18:00,20:00,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:18,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
133fruit,133,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:30,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
134fruit,134,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:33,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
135fruit,135,8/18/2019,summer,35,18:00,20:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:37,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
136fruit,136,8/19/2019,summer,36,6:30,8:30,34.78104,-115.65354,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,cactus,vegetation,cactus,cactus,25,no photo,6:38,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
137fruit,137,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:45,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
246fruit,246,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
247fruit,247,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
248fruit,248,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
141fruit,141,8/19/2019,summer,36,6:30,8:30,34.78259,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,cactus,vegetation,cactus,cactus,60,153-159,7:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
142fruit,142,8/19/2019,summer,36,6:30,8:30,34.78259,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,cactus,vegetation,cactus,cactus,60,153-159,7:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
143fruit,143,8/19/2019,summer,36,6:30,8:30,34.78259,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,cactus,vegetation,cactus,cactus,60,153-159,7:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
144fruit,144,8/19/2019,summer,36,6:30,8:30,34.78259,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,cactus,vegetation,cactus,cactus,60,153-159,7:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
145fruit,145,8/19/2019,summer,36,6:30,8:30,34.78255,-115.66331,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Walking,Active movement,gravel,non vegetation,other,land,na,163-165,7:12,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
146fruit,146,8/19/2019,summer,36,6:30,8:30,34.78255,-115.66331,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Walking,Active movement,gravel,non vegetation,other,land,na,163-165,7:12,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
147fruit,147,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:18,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
148fruit,148,8/19/2019,summer,36,6:30,8:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:21,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
149fruit,149,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:26,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
150fruit,150,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
151fruit,151,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
152fruit,152,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:43,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
153fruit,153,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
154fruit,154,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
155fruit,155,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
156fruit,156,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:46,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
157fruit,157,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
158fruit,158,8/19/2019,summer,36,6:30,8:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:46,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
159fruit,159,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:46,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
249fruit,249,8/22/2019,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,25,73-81,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
161fruit,161,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
101flower,101,5/1/2019,spring,3,16:35,18:35,34.77935,-115.66249,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,18:00,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
826flower,826,5/10/2019,spring,25,12:10,14:10,34.78184,-115.66248,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,14.16,12:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
164fruit,164,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,8:03,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
504flower,504,5/6/2019,spring,15,6:20,8:20,34.78134,-115.66248,Passeriformes,Unknown,Unknown Passerine,,Unknown,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,na,no photo,7:02,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
65fruit,65,8/16/2019,summer,30,7:30,9:30,34.77852,-115.66246,Passeriformes,Parulidae,Wilson's Warbler,,insectivore,Eating fruit,Feeding,shrub,vegetation,shrub,shrub,75,31-43,9:10,1,1,34.78299,-115.66235,34.77833,.115.66293,eating larrea tridentata
195flower,195,5/2/2019,spring,5,8:36,10:36,34.78224,-115.66245,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,373.38,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
83flower,83,5/1/2019,spring,3,16:35,18:35,34.78244,-115.66243,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,132.137,16:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
105flower,105,5/1/2019,spring,3,16:35,18:35,34.78271,-115.66242,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,18:22,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
170fruit,170,8/19/2019,summer,36,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:22,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
171fruit,171,8/19/2019,summer,37,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:05,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
832flower,832,5/10/2019,spring,25,12:10,14:10,34.78178,-115.66241,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,29.37,13:06,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
173fruit,173,8/19/2019,summer,37,18:00,20:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:21,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
174fruit,174,8/19/2019,summer,37,18:00,20:00,34.78082,-115.66257,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,18:47,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
175fruit,175,8/19/2019,summer,37,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,19:03,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
176fruit,176,8/19/2019,summer,37,18:00,20:00,,,Passeriformes,Vireonidae,Warbling Vireo,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:12,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
177fruit,177,8/19/2019,summer,37,18:00,20:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,19:22,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
178fruit,178,8/19/2019,summer,37,18:00,20:00,34.78022,-115.66727,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,50,no photo,19:27,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
5fruit,5,8/14/2019,summer,27,17:30,19:30,34.77901,-115.66241,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,50,74-79,18:55,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
724flower,724,5/8/2019,spring,21,9:55,11:55,34.78231,-115.6624,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,43474,10:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
791flower,791,5/9/2019,spring,23,12:00,14:00,34.77857,-115.6624,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,13:47,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
184flower,184,5/2/2019,spring,5,8:36,10:36,34.7821,-115.66239,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,331.337,9:30,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
237flower,237,5/2/2019,spring,7,14:30,16:30,34.78297,-115.66238,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,567.573,14:30,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
242flower,242,5/2/2019,spring,7,14:30,16:30,34.78216,-115.66238,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,14:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
185fruit,185,8/20/2019,summer,38,7:00,9:00,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:02,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
186fruit,186,8/20/2019,summer,38,7:00,9:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:02,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
187fruit,187,8/20/2019,summer,38,7:00,9:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:02,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
188fruit,188,8/20/2019,summer,38,7:00,9:00,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
189fruit,189,8/20/2019,summer,38,7:00,9:00,34.78279,-115.6625,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,yucca,vegetation,cactus,yucca,75,no photo,7:18,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
190fruit,190,8/20/2019,summer,38,7:00,9:00,,,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:18,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
